1
648.500000,269.149994,34.000000,149.000000
648.500000,269.149994,34.000000,149.000000
653.150024,273.790009,34.000000,149.000000
653.150024,273.790009,34.000000,149.000000
648.500000,278.440002,34.000000,149.000000
639.210022,283.089996,34.000000,149.000000
639.710022,281.179993,33.000000,146.000000
644.250000,285.720001,33.000000,146.000000
644.250000,287.220001,33.000000,143.000000
639.710022,285.720001,33.000000,146.000000
634.559998,288.869995,34.000000,149.000000
629.909973,293.519989,34.000000,149.000000
629.909973,302.809998,34.000000,149.000000
620.619995,308.619995,34.000000,149.000000
620.119995,307.119995,35.000000,152.000000
624.869995,307.119995,35.000000,152.000000
629.619995,302.369995,35.000000,152.000000
638.250000,299.220001,34.000000,149.000000
638.250000,294.579987,34.000000,149.000000
633.599976,294.579987,34.000000,149.000000
626.630005,294.579987,34.000000,149.000000
631.280029,294.579987,34.000000,149.000000
641.739990,294.579987,34.000000,149.000000
646.380005,294.579987,34.000000,149.000000
646.380005,294.579987,34.000000,149.000000
646.380005,289.929993,34.000000,149.000000
646.380005,289.929993,34.000000,149.000000
651.030029,285.279999,34.000000,149.000000
651.030029,280.630005,34.000000,149.000000
655.679993,275.989990,34.000000,149.000000
655.679993,275.989990,34.000000,149.000000
660.320007,271.339996,34.000000,149.000000
664.969971,265.529999,34.000000,149.000000
664.969971,260.890015,34.000000,149.000000
655.679993,256.239990,34.000000,149.000000
651.030029,256.239990,34.000000,149.000000
646.380005,251.589996,34.000000,149.000000
646.380005,246.940002,34.000000,149.000000
645.880005,245.440002,35.000000,152.000000
641.130005,240.690002,35.000000,152.000000
636.380005,240.690002,35.000000,152.000000
626.880005,245.440002,35.000000,152.000000
622.130005,245.440002,35.000000,152.000000
626.880005,240.690002,35.000000,152.000000
636.679993,232.899994,34.000000,149.000000
636.679993,232.899994,34.000000,149.000000
630.869995,228.250000,34.000000,149.000000
626.219971,228.250000,34.000000,149.000000
628.539978,228.250000,34.000000,149.000000
633.979980,226.750000,35.000000,152.000000
639.130005,228.250000,34.000000,149.000000
639.130005,228.250000,34.000000,149.000000
636.809998,228.250000,34.000000,149.000000
637.309998,229.750000,33.000000,146.000000
637.309998,229.750000,33.000000,146.000000
636.809998,228.250000,34.000000,149.000000
642.979980,229.750000,33.000000,146.000000
647.440002,231.250000,33.000000,143.000000
647.940002,228.399994,32.000000,140.000000
651.900024,226.899994,33.000000,143.000000
660.820007,231.360001,33.000000,143.000000
665.280029,231.360001,33.000000,143.000000
669.729980,226.899994,33.000000,143.000000
674.590027,228.399994,32.000000,140.000000
678.549988,226.899994,33.000000,143.000000
683.090027,225.399994,33.000000,146.000000
687.630005,220.860001,33.000000,146.000000
692.179993,220.860001,33.000000,146.000000
696.719971,216.309998,33.000000,146.000000
696.719971,216.309998,33.000000,146.000000
696.219971,210.169998,34.000000,149.000000
693.349976,203.910004,35.000000,152.000000
695.719971,199.160004,35.000000,152.000000
698.099976,199.160004,35.000000,152.000000
698.099976,194.410004,35.000000,152.000000
701.659973,194.410004,35.000000,152.000000
699.280029,189.660004,35.000000,152.000000
699.280029,184.910004,35.000000,152.000000
702.849976,184.910004,35.000000,152.000000
712.640015,191.059998,34.000000,149.000000
732.450012,188.020004,33.000000,146.000000
747.219971,183.470001,33.000000,146.000000
751.760010,178.929993,33.000000,146.000000
741.539978,183.470001,33.000000,146.000000
736.989990,192.559998,33.000000,146.000000
744.940002,198.240005,33.000000,146.000000
750.619995,202.779999,33.000000,146.000000
746.080017,207.330002,33.000000,146.000000
742.669983,211.869995,33.000000,146.000000
742.669983,211.869995,33.000000,146.000000
738.130005,211.869995,33.000000,146.000000
738.130005,216.410004,33.000000,146.000000
732.979980,214.910004,34.000000,149.000000
732.979980,214.910004,34.000000,149.000000
737.630005,210.270004,34.000000,149.000000
736.989990,207.220001,33.000000,146.000000
727.909973,207.220001,33.000000,146.000000
727.909973,202.679993,33.000000,146.000000
732.450012,198.139999,33.000000,146.000000
736.989990,198.139999,33.000000,146.000000
736.989990,193.589996,33.000000,146.000000
736.989990,189.050003,33.000000,146.000000
736.989990,184.509995,33.000000,146.000000
741.539978,184.509995,33.000000,146.000000
750.619995,184.509995,33.000000,146.000000
750.619995,184.509995,33.000000,146.000000
750.619995,184.509995,33.000000,146.000000
750.619995,179.960007,33.000000,146.000000
